epoch,accuracy,auc,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_auc,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp
0,0.9487435221672058,0.9802830219268799,413.0,717.0,0.1574265956878662,0.936694324016571,0.9625294804573059,10307.0,10609.0,0.9168784022331238,0.9621113538742065,132.0,97.0,0.268451064825058,0.927773654460907,0.9042090177536011,1280.0,1246.0
1,0.9525537490844727,0.9826267957687378,365.0,681.0,0.14645422995090485,0.9399418234825134,0.9668874144554138,10342.0,10658.0,0.957531750202179,0.9846917986869812,47.0,70.0,0.14075925946235657,0.9504950642585754,0.9662113785743713,1294.0,1344.0
2,0.9526898264884949,0.983019232749939,377.0,666.0,0.1426115483045578,0.9411244988441467,0.9657987952232361,10357.0,10646.0,0.8203266859054565,0.9583509564399719,429.0,66.0,0.33796072006225586,0.9351032376289368,0.689130425453186,1309.0,951.0
